3pixeldeath,normal,100,100,0.121832
3pixeldeath,normal,100,100,0.124931
3pixeldeath,normal,100,100,0.125885
3pixeldeath,normal,100,100,0.151157
3pixeldeath,normal,100,100,0.132799
3pixeldeath,normal,100,100,0.123024
3pixeldeath,normal,100,100,0.128984
3pixeldeath,normal,100,100,0.135183
3pixeldeath,normal,100,100,0.125885
3pixeldeath,normal,100,100,0.135183
3pixeldeath,normal,100,100,0.133038
3pixeldeath,normal,100,100,0.12207
3pixeldeath,normal,100,100,0.133991
3pixeldeath,normal,100,100,0.128984
3pixeldeath,normal,100,100,0.152111
3pixeldeath,normal,100,100,0.124216
3pixeldeath,normal,100,100,0.133991
3pixeldeath,normal,100,100,0.123024
3pixeldeath,normal,100,100,0.134945
3pixeldeath,normal,100,100,0.121117
3pixeldeath,normal,100,100,0.125885
3pixeldeath,normal,100,100,0.133038
3pixeldeath,normal,100,100,0.12207
3pixeldeath,normal,100,100,0.127077
3pixeldeath,normal,100,100,0.12207
f0001,normal,1390,2125,14.254093
f0001,normal,1390,2125,7.601976
f0001,normal,1390,2125,8.633137
f0001,normal,1390,2125,8.677959
f0001,normal,1390,2125,7.845163
f0001,normal,1390,2125,8.378983
f0001,normal,1390,2125,8.569956
f0001,normal,1390,2125,8.422136
f0001,normal,1390,2125,8.324146
f0001,normal,1390,2125,7.58791
f0001,normal,1390,2125,8.641005
f0001,normal,1390,2125,8.355856
f0001,normal,1390,2125,8.491039
f0001,normal,1390,2125,8.638859
f0001,normal,1390,2125,8.635998
f0001,normal,1390,2125,9.546995
f0001,normal,1390,2125,8.594036
f0001,normal,1390,2125,8.923054
f0001,normal,1390,2125,9.840965
f0001,normal,1390,2125,8.400917
finger,normal,300,300,0.978947
finger,normal,300,300,0.812054
finger,normal,300,300,0.81706
finger,normal,300,300,0.752926
finger,normal,300,300,0.839949
finger,normal,300,300,0.808954
finger,normal,300,300,0.796795
finger,normal,300,300,0.813961
finger,normal,300,300,0.810862
finger,normal,300,300,0.809193
finger,normal,300,300,0.804901
finger,normal,300,300,0.809908
finger,normal,300,300,0.804901
finger,normal,300,300,0.806093
finger,normal,300,300,0.822067
finger,normal,300,300,0.813961
finger,normal,300,300,0.80204
finger,normal,300,300,0.804901
finger,normal,300,300,0.818968
finger,normal,300,300,0.813007
finger,normal,300,300,0.864983
hard-maze,normal,660,498,5.437851
hard-maze,normal,660,498,4.942179
hard-maze,normal,660,498,5.435228
hard-maze,normal,660,498,5.295992
hard-maze,normal,660,498,5.028009
hard-maze,normal,660,498,5.37014
hard-maze,normal,660,498,5.307913
hard-maze,normal,660,498,4.940987
hard-maze,normal,660,498,5.230904
hard-maze,normal,660,498,5.306959
hard-maze,normal,660,498,5.351067
hard-maze,normal,660,498,5.314827
hard-maze,normal,660,498,5.332947
hard-maze,normal,660,498,5.280018
hard-maze,normal,660,498,5.26309
hard-maze,normal,660,498,5.226851
hard-maze,normal,660,498,5.300999
hard-maze,normal,660,498,5.430222
hard-maze,normal,660,498,5.274057
hard-maze,normal,660,498,5.383968
